7484255,114.89
15077086,1549.00
14497081,199.60
12894861,2898.90
12531579,1690.95
12811189,95.79
1641177,375.79
14536918,1199.00
5082530,114.89
13950628,4818.90
11481128,318.90
13424287,306.99
44305,87.80
3090498,135.79
11298608,938.90
11200722,104.89
48003,299.90
4451565,119.90
7307350,399.90
3968976,99.90
15077162,1169.00
1000065719,1011.99
12585147,3579.00
13737066,1249.00
11612224,209.99
1948821,523.99
14029,94.89
15077114,1299.00
7643720,3543.90
11200701,94.89
1000065548,784.98
13924597,899.00
6978764,259.99
15077129,1299.00
12729670,289.90
5418832,114.89
13924617,649.00
12657575,138.89
11641364,1099.00
10627775,169.99
410915,124.89
11014456,347.99
12132419,287.89
3393179,1578.90
1000068452,1718.48
12727918,259.90
13480277,162.89
12640119,1463.90
11236964,708.90
3380806,1299.00
1000068074,711.99
9600833,182.89
13395307,199.90
12138109,2013.90
13551566,169.90
4157227,1558.90
10787581,75.79
11996540,199.99
3224558,938.90
11526442,2618.90
3480004,511.26
3986940,598.90
11526479,2618.90
9110951,298.89
12370373,168.89
12731686,2108.90
344685,127.89
9095778,861.99
1000057655,1435.36
1000066012,711.99
2532527,365.79
3988655,438.90
10404707,2168.90
6460226,679.00
410915,124.89
12731636,1278.90
1000036865,1224.98
6460227,807.90
11689360,3628.90
12731642,1418.90
2372401,107.89
3780705,468.90
12731692,2108.90
5082530,114.89
10030448,1508.90
1778714,377.90
12731681,2628.90
11200701,94.89
11548163,808.08
11689386,3158.90
11689356,3149.00
3986730,1599.00
15077086,1549.00
7307419,94.89
7307419,94.89
11481139,329.80
14871749,4418.90
11526448,3018.90
14536940,799.00
12564978,2399.00
15022983,799.00
14536940,799.00
12902178,517.90
48003,299.90
9095759,861.99
10212033,2468.90
4036215,838.90
11736979,114.89
13901413,436.99
4667678,319.90
370868,2408.90
1000067705,821.48
12894861,2898.90
14073050,4958.90
370868,2408.90
13557694,1938.90
13082544,2508.90
14871741,4418.90
10212033,2468.90
13196182,2608.90
13375319,3518.90
