2202,359.89
2203,359.89
2238,177.89
2254,75.79
2294,59.89
2310,94.89
2323,64.89
2566,175.79
2568,110.79
2632,107.89
3041,47.80
3150,165.79
4639,538.90
4645,538.90
5104,72.80
5598,681.08
6151,338.50
6621,162.64
6622,395.10
6664,60.79
6665,60.79
6666,60.79
6692,52.90
6804,117.89
6805,117.89
8507,1994.80
8508,2080.80
8520,299.80
8904,204.22
9271,78.80
14038,54.89
14039,54.89
17540,229.90
17549,41.99
17558,239.90
17570,144.90
17598,209.90
17600,139.90
17605,231.90
17606,161.00
17614,106.89
17616,99.89
17628,659.90
17630,656.00
17646,156.90
17651,179.90
17653,161.90
17656,279.90
17659,76.89
17661,159.90
17691,58.89
17693,43.89
17727,229.90
17728,254.90
17729,199.90
17731,251.90
17734,250.90
17735,349.90
17737,211.90
17740,114.90
17741,149.90
17743,249.90
17744,280.90
17746,156.90
17747,229.90
17748,189.90
17750,143.90
17751,159.90
17752,207.90
17753,258.90
17755,191.90
17757,329.90
17762,99.89
17763,111.90
17766,233.90
17783,589.90
17785,139.90
17844,1329.90
17845,1369.90
17849,1353.78
17861,969.00
17877,1659.90
17893,3359.90
17922,64.89
17924,104.89
17939,56.89
17940,56.89
18485,219.90
18486,88.89
18488,64.89
18490,87.89
18493,50.89
18769,105.79
11526461,2999.00
11746489,248.99
14871731,5399.00
7213657,828.00
14871687,3899.00
13737066,1199.00
4639,538.90
12369362,333.89
14871687,3899.00
12564968,2399.00
14871752,3899.00
12564968,2399.00
12191595,107.89
10079413,318.90
13557694,2008.90
5486094,74.89
13082544,2499.00
14871752,3899.00
14871687,3899.00
14871687,3899.00
14871687,3899.00
1000067705,789.00
7213657,828.00
7213657,828.00
10477708,3279.00
10477682,3799.00
14871687,3899.00
14871687,3899.00
14871752,3899.00
14871752,3899.00
14871752,3899.00
1000065714,846.98
12585181,2349.00
10477682,3799.00
13082544,2499.00
1000065451,978.60
13737066,1199.00
13400029,2908.90
14871687,3899.00
13400029,2908.90
15077114,1249.00
14871731,5399.00
1000067804,799.00
13196182,2758.90
14871687,3899.00
13737066,1199.00
12520103,1358.90
14871752,3899.00
13737066,1199.00
13375270,3499.00
10477688,3279.00
10477708,3279.00
1000067687,699.00
10627731,292.99
11663786,588.90
13399994,1658.90
12564978,2399.00
12564978,2399.00
10477682,3799.00
14871687,3899.00
13924586,1399.00
13737066,1199.00
13196242,2208.90
14536940,849.00
14871687,3899.00
14871687,3899.00
14871687,3899.00
2736558,238.99
