7484255,114.89
15077086,1599.00
14497081,197.00
12894861,2908.90
12531579,1689.00
10477682,3799.00
12811189,95.79
1641177,405.79
13196217,1608.90
15077091,2005.90
14536918,1199.00
5082530,104.89
13950628,4499.00
13255526,1049.90
11005709,29.90
13424287,306.99
44305,87.80
3090498,135.79
11298608,1038.90
3150,165.79
11200722,104.89
48003,304.89
4451565,127.89
7307350,408.89
3968976,108.89
14871752,3899.00
5486094,74.89
15077162,1199.00
1000065719,1024.00
12585147,3699.00
13737066,1199.00
11612224,179.00
1948821,624.99
14029,94.89
14871731,5399.00
13196242,2208.90
15077114,1249.00
7643720,3543.90
13193400,169.28
11200701,94.89
1000065548,802.96
13924597,899.00
6978764,239.99
5236644,212.89
15077129,1249.00
15116940,1205.90
12729670,328.89
5418832,114.89
13924617,649.00
12657575,128.89
11641364,1099.00
10627775,153.99
410915,124.89
11014456,316.99
12132419,247.89
3393179,1778.90
1000068452,1776.97
12727918,268.89
13480277,162.89
12640119,1605.90
11236964,718.90
3380806,1388.90
1000068074,724.90
9600833,182.89
13395307,189.90
12138109,2005.90
13551566,144.90
4157227,1548.90
10787581,75.79
11996540,169.00
12811214,155.79
10030421,1528.90
3224558,938.90
11526442,2613.00
3480004,400.76
3986940,598.90
11526479,2799.00
9110951,298.89
11488754,2928.90
11488712,1018.90
12370373,168.89
9600910,1828.90
12731686,2168.90
344685,127.89
3585881,278.89
9095778,889.99
1000057655,1382.83
1000066012,699.00
2532527,325.79
10404707,2299.00
6460226,718.90
410915,124.89
12731636,1288.90
1000036865,1242.96
6460227,838.90
11689360,3728.90
12731642,1418.90
2372401,107.89
3780705,498.90
12731692,2168.90
5082530,104.89
10030448,1528.90
1778714,418.90
11200701,94.89
11548163,799.00
11689386,3428.90
11689356,3328.90
15077086,1599.00
7307419,94.89
7307419,94.89
11481139,329.80
14871749,4499.00
11526448,2999.00
14536940,849.00
14817279,4005.90
12564978,2399.00
15022983,799.00
14536940,849.00
10030421,1528.90
12902178,548.90
48003,304.89
9095759,889.99
10212033,2678.90
4036215,838.90
11736979,104.89
13901413,406.99
4667678,308.89
370868,2728.90
1000067705,789.00
12894861,2908.90
14073050,5658.90
370868,2728.90
13557694,2008.90
13082544,2499.00
14871741,4499.00
14073048,3458.90
14073097,2728.90
10212033,2678.90
13196182,2758.90
13471362,4607.90
14871731,5399.00
13375319,3295.00
