/Servicos/7418324/15/1/,207.89
/Servicos/11526479/15/1/,3218.90
/Servicos/2293575/15/1/,110.79
/Servicos/13346963/15/1/,125.79
/Servicos/6460227/15/1/,817.90
/Servicos/11700691/15/1/,112.89
/Servicos/1765783/15/1/,398.90
/Servicos/11526466/15/1/,3218.90
/Servicos/12521078/15/1/,84.32
/Servicos/12731692/15/1/,2123.90
/Servicos/12731686/15/1/,2123.90
/Servicos/349235/15/1/,1599.00
/Servicos/2495180/15/1/,116.80
/Servicos/11496034/15/1/,2023.95
/Servicos/4451579/15/1/,94.89
/Servicos/7307393/15/1/,97.89
/Servicos/9110951/15/1/,298.89
/Servicos/5879877/15/1/,187.89
/Servicos/13205993/15/1/,1641.38
/Servicos/11996673/15/1/,371.77
/Servicos/13382665/15/1/,1688.50
/Servicos/11823385/15/1/,360.33
/Servicos/6460226/15/1/,679.00
/Servicos/1000036864/15/1/,718.48
/Servicos/13586530/15/1/,142.89
/Servicos/8618946/15/1/,54.89
/Servicos/1000066012/15/1/,733.99
/Servicos/2532525/15/1/,370.89
/Servicos/3614064/15/1/,97.89
/Servicos/11823290/15/1/,1523.90
/Servicos/2255621/15/1/,106.98
/Servicos/11689386/15/1/,3173.90
/Servicos/9110932/15/1/,117.89
/Servicos/12531641/15/1/,151.13
/Servicos/11996559/15/1/,185.99
/Servicos/9095778/15/1/,899.99
/Servicos/1000065726/15/1/,1751.48
/Servicos/7834972/15/1/,2399.00
/Servicos/370869/15/1/,2423.90
/Servicos/2293574/15/1/,110.79
/Servicos/8726178/15/1/,95.79
/Servicos/11811170/15/1/,245.99
/Servicos/11463414/15/1/,4308.90
/Servicos/12717139/15/1/,808.89
/Servicos/3986940/15/1/,598.90
/Servicos/13146027/15/1/,2038.90
/Servicos/8618945/15/1/,54.89
/Servicos/10422771/15/1/,82.89
/Servicos/3156601/15/1/,37.71
/Servicos/11779513/15/1/,308.89
/Servicos/13400014/15/1/,1508.90
/Servicos/1948826/15/1/,1233.99
/Servicos/12657575/15/1/,138.89
/Servicos/7418325/15/1/,217.89
/Servicos/11819189/15/1/,1109.80
/Servicos/1687149/15/1/,87.89
/Servicos/12896135/15/1/,194.89
/Servicos/7927612/15/1/,275.95
/Servicos/12531579/15/1/,1731.12
/Servicos/11726530/15/1/,311.99
/Servicos/4451578/15/1/,94.89
/Servicos/10404692/15/1/,2018.79
/Servicos/11823467/15/1/,135.99
/Servicos/9210175/15/1/,488.90
/Servicos/13924617/15/1/,643.90
/Servicos/9210182/15/1/,609.80
/Servicos/1743670/15/1/,2064.90
/Servicos/15220735/15/1/,908.90
/Servicos/11688793/15/1/,3323.90
/Servicos/15220735/15/1/,908.90
/Servicos/6460226/15/1/,679.00
/Servicos/6460226/15/1/,679.00
/Servicos/6460226/15/1/,679.00
/Servicos/6460226/15/1/,679.00
/Servicos/6460226/15/1/,679.00
/Servicos/11765385/15/1/,2999.00
/Servicos/6460226/15/1/,679.00
/Servicos/11437252/15/1/,1418.90
/Servicos/11437252/15/1/,1418.90
/Servicos/2942827/15/1/,588.90
/Servicos/13196182/15/1/,2608.90
/Servicos/11437252/15/1/,1418.90
/Servicos/12731686/15/1/,2123.90
/Servicos/13082544/15/1/,2508.90
/Servicos/1000047126/15/1/,924.98
/Servicos/12369354/15/1/,154.89
/Servicos/12716932/15/1/,909.89
/Servicos/15097913/15/1/,821.99
/Servicos/10627715/15/1/,633.99
/Servicos/11526466/15/1/,3218.90
/Servicos/12369354/15/1/,154.89
/Servicos/13471374/15/1/,5500.42
/Servicos/13082544/15/1/,2508.90
/Servicos/10627720/15/1/,203.99
/Servicos/14497081/15/1/,198.60
