7418324,207.89
11526479,3218.90
2293575,110.79
13346963,125.79
6460227,817.90
11700691,112.89
1765783,398.90
11526466,3218.90
12521078,84.32
12731692,2123.90
12731686,2123.90
349235,1599.00
2495180,116.80
11496034,2023.95
4451579,94.89
7307393,97.89
9110951,298.89
5879877,187.89
13205993,1641.38
11996673,371.77
13382665,1688.50
11823385,360.33
6460226,679.00
1000036864,718.48
13586530,142.89
8618946,54.89
1000066012,733.99
2532525,370.89
3614064,97.89
11823290,1523.90
2255621,106.98
11689386,3173.90
9110932,117.89
12531641,151.13
11996559,185.99
9095778,899.99
1000065726,1751.48
7834972,2399.00
370869,2423.90
2293574,110.79
8726178,95.79
11811170,245.99
11463414,4308.90
12717139,808.89
3986940,598.90
13146027,2038.90
8618945,54.89
10422771,82.89
3156601,37.71
11779513,308.89
13400014,1508.90
1948826,1233.99
12657575,138.89
7418325,217.89
11819189,1109.80
1687149,87.89
12896135,194.89
7927612,275.95
12531579,1731.12
11726530,311.99
4451578,94.89
10404692,2018.79
11823467,135.99
9210175,488.90
13924617,643.90
9210182,609.80
1743670,2064.90
15220735,908.90
11688793,3323.90
15220735,908.90
6460226,679.00
6460226,679.00
6460226,679.00
6460226,679.00
6460226,679.00
11765385,2999.00
6460226,679.00
11437252,1418.90
11437252,1418.90
2942827,588.90
13196182,2608.90
11437252,1418.90
12731686,2123.90
13082544,2508.90
1000047126,924.98
12369354,154.89
12716932,909.89
15097913,821.99
10627715,633.99
11526466,3218.90
12369354,154.89
13471374,5500.42
13082544,2508.90
10627720,203.99
14497081,198.60
