2238,177.89
2254,75.79
2294,59.89
2295,59.89
2310,94.89
2314,77.89
2323,64.89
2566,175.79
2568,110.79
2632,107.89
3041,47.80
4639,469.00
4645,469.00
5097,42.80
5598,681.08
6151,338.50
6621,162.64
6622,395.10
6664,55.79
6665,55.79
6666,55.79
6692,52.90
6804,117.89
6805,117.89
8508,2080.80
8904,204.22
9271,78.80
14038,49.90
17540,236.89
17549,41.99
17558,246.89
17570,151.89
17598,216.89
17600,146.89
17601,87.89
17604,185.89
17605,238.89
17606,167.99
17614,106.89
17616,99.89
17628,666.89
17630,662.99
17646,163.89
17651,186.89
17653,168.89
17655,202.89
17656,282.89
17659,76.89
17661,166.89
17691,58.89
17693,43.89
17727,237.89
17728,262.89
17729,207.89
17731,259.89
17734,258.89
17735,357.89
17737,219.89
17741,157.89
17743,257.89
17744,288.89
17746,164.89
17747,237.89
17751,167.89
17756,258.89
17757,337.89
17762,99.89
17763,119.89
17768,188.89
17785,146.89
17844,1336.89
17849,1360.77
17861,975.99
17877,1666.89
17893,3366.89
17922,64.89
17924,104.89
17939,56.89
17940,56.89
18484,93.89
18485,226.89
18486,88.89
18488,64.89
18490,87.89
18493,50.89
18769,105.79
11526461,3699.00
11746489,249.99
7213657,899.00
14871687,3718.90
13737066,1199.00
4639,469.00
12369362,333.89
14871687,3718.90
12564968,2313.90
14871752,3718.90
12564968,2313.90
12191595,107.89
10079413,329.00
13557694,2008.90
13082544,2508.90
14871752,3718.90
14871687,3718.90
14871687,3718.90
14871687,3718.90
1000067705,816.48
7213657,899.00
7213657,899.00
10477708,3218.90
14871687,3718.90
13335022,1408.50
14871687,3718.90
14871752,3718.90
14871752,3718.90
14871752,3718.90
1000065714,827.99
12585181,2249.00
13082544,2508.90
1000065451,1027.99
13737066,1199.00
13400029,2908.90
14871687,3718.90
13400029,2908.90
15077114,1263.90
1000067804,827.99
13196182,2608.90
14871687,3718.90
13737066,1199.00
12520103,1433.95
14871752,3718.90
13737066,1199.00
13375270,3418.90
10477688,3218.90
10477708,3218.90
1000067687,709.99
10627731,297.99
11663786,588.90
13399994,1658.90
12564978,2313.90
12564978,2313.90
14871687,3718.90
13924586,1479.00
13737066,1199.00
14536940,769.00
14871687,3718.90
14871687,3718.90
14871687,3718.90
2736558,239.99
3986730,1599.00
